,Date,Contributor,Zip,Amount,Recipient,Record Type Description,Source Description
1224,9/9/2022,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Cahill, Daniel F.",Committee,9/9/22 Deposit Report
1225,9/16/2022,Greater Boston Real Estate Board PAC 80606,02108-1887,$250.00 ,"Flaherty, Michael F.",Committee,9/16/22 Deposit Report
1226,9/22/2022,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Collins, Nicholas P.",Committee,9/22/22 Deposit Report
1227,10/19/2022,Greater Boston Real Estate Board PAC,2108,$500.00 ,House Victory Fund Political Action Committee,Committee,10/19/22 Deposit Report
1228,10/27/2022,Greater Boston Real Estate Board PAC,02108-1887,$500.00 ,"Healey, Maura T.",Committee,10/27/22 Deposit Report
1229,10/27/2022,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Driscoll, Kimberley",Committee,10/27/22 Deposit Report
1230,10/31/2022,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Driscoll, William J.",Committee,10/31/22 Deposit Report
1231,11/28/2022,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Baker, Frank",Committee,11/28/22 Deposit Report
1232,11/30/2022,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Hogan, Kate",Committee,11/30/22 Deposit Report
1233,12/2/2022,Greater Boston Real Estate Board,2108,$250.00 ,"Breadon, Elizabeth A.",Committee,12/2/22 Deposit Report
1234,12/22/2022,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Bok, Priscilla MacKenzie",Committee,12/22/22 Deposit Report
1235,2/10/2023,Greater Boston Real Estate Board,2108,$300.00 ,"Galvin, William F.",Committee,2/10/23 Deposit Report
1236,3/22/2023,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Velis, John Christopher",Committee,3/22/23 Deposit Report
1237,3/29/2023,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Collins, Nicholas P.",Committee,3/29/23 Deposit Report
